Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas_final,Jugador2,Jugador,Calificacion,Zonas,Categoria,Optional Column
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Arquero,,00:49:28,00:49:28,0.000,Volver,,1,,9,Rebote/Despeje,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:49:34,00:49:34,0.000,2,6,1,,3,S arquero mano,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:49:35,00:49:35,0.000,7,3,6,,2,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:49:42,00:49:42,0.000,19,9,3,,7,medio,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:49:45,00:49:45,0.000,16,11,9,,19,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Perdida,,00:49:47,00:49:47,0.000,Volver,,9,,19,Interceptado,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Falta,,00:50:13,00:50:13,0.000,Volver,,3,,13,Hecha,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Tarjeta,,00:50:14,00:50:14,0.000,Volver,,3,,13,Amarilla,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:51:14,00:51:14,0.000,2,6,1,,3,S arquero pie,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:51:17,00:51:17,0.000,7,3,6,,1,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:51:23,00:51:23,0.000,1,6,3,,7,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:51:24,00:51:24,0.000,9,4,6,,1,largo,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:51:28,00:51:28,0.000,14,9,4,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Perdida,,00:51:28,00:51:28,0.000,Volver,,4,,12,Interceptado,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Tag,,00:53:07,00:53:13,6.000,4,6,1,,3,S arquero pie,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:53:11,00:53:11,0.000,7,3,6,,2,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:53:20,00:53:20,0.000,16,11,3,,13,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:53:25,00:53:25,0.000,16,10,11,,16,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Perdida,,00:53:26,00:53:26,0.000,Volver,,11,,16,Interceptado,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:53:31,00:53:31,0.000,23,7,10,,21,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Remate pie,,00:53:33,00:53:33,0.000,22,Rival,7,,21,Corta distancia,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Perdida,,00:53:33,00:53:33,0.000,Volver,,7,,21,Balon afuera fondo,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:55:29,00:55:29,0.000,9,9,10,,12,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:55:32,00:55:32,0.000,10,11,9,,11,corto,
2022/07/20,Pases tigre ,Pases tigre ,15:54:37,18:07:03,Pase,,00:55:36,00:55:36,0.000,13,3,11,,10,corto,
