Session Start Date,Event,Session Name,Session Start,Session End,Tag Description,Tag Notes,Tag Start,Tag End,Tag Duration (secs),Zonas_final,Jugador2,Jugador,Calificacion,Zonas,Categoria,Optional Column
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Arquero,,00:38:28,00:38:28,0.000,Volver,,1,,1,Rebote/Despeje,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,00:40:03,00:40:03,0.000,Volver,,9,,9,Recibida,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:40:31,00:40:31,0.000,8,6,2,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:40:35,00:40:35,0.000,2,1,6,,8,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:40:42,00:40:42,0.000,13,10,1,,2,largo,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,00:40:42,00:40:42,0.000,Volver,,1,,3,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,00:40:48,00:40:48,0.000,Volver,,2,,10,Hecha,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:43:13,00:43:13,0.000,9,4,5,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:44:50,00:44:50,0.000,1,2,8,,7,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:44:53,00:44:53,0.000,10,5,2,,1,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:45:04,00:45:04,0.000,14,10,5,,13,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:45:07,00:45:07,0.000,17,11,10,,14,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,00:45:08,00:45:08,0.000,Volver,,10,,14,Interceptado,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Falta,,00:45:39,00:45:39,0.000,Volver,,10,,17,Offside,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:46:36,00:46:36,0.000,9,6,5,,9,corto,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:46:39,00:46:39,0.000,15,9,6,,9,medio,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Perdida,,00:46:40,00:46:40,0.000,Volver,,6,,9,Balon afuera lateral,
2022/07/11,Pases Arsenal ,Pases Arsenal ,21:22:05,23:24:23,Pase,,00:47:45,00:47:45,0.000,14,9,1,,2,S arquero pie,
